Date,SO2 µg/m3,Nox µg/m3,RSPM µg/m3,SPM,CO2 µg/m3,AQI,Location
01-01-2009 00:00,15,53,179,,,153,MPCB-KR
01-02-2009 00:00,15,48,156,,,137,MPCB-KR
01-03-2009 00:00,13,51,164,,,143,MPCB-KR
01-04-2009 00:00,8,37,135,,,123,MPCB-KR
01-07-2009 00:00,13,36,140,,,127,MPCB-KR
01-08-2009 00:00,10,30,135,,,123,MPCB-KR
01-10-2009 00:00,14,56,146,,,131,MPCB-KR
01-11-2009 00:00,14,47,136,,,124,MPCB-KR
01-12-2009 00:00,13,36,115,,,110,MPCB-KR
13-01-2009,19,69,164,,,143,MPCB-KR
14-01-2009,25,67,164,,,143,MPCB-KR
15-01-2009,23,65,182,,,155,MPCB-KR
16-01-2009,23,68,159,,,139,MPCB-KR
17-01-2009,16,41,161,,,141,MPCB-KR
18-01-2009,16,40,168,,,145,MPCB-KR
19-01-2009,22,68,190,,,160,MPCB-KR
20-01-2009,20,61,194,,,163,MPCB-KR
21-01-2009,20,61,191,,,161,MPCB-KR
22-01-2009,21,67,179,,,153,MPCB-KR
23-01-2009,21,71,195,,,163,MPCB-KR
24-01-2009,23,65,212,,,175,MPCB-KR
25-01-2009,25,35,168,,,145,MPCB-KR
26-01-2009,26,27,167,,,145,MPCB-KR
27-01-2009,24,40,162,,,141,MPCB-KR
29-01-2009,BDL - NA,30,174,,,149,MPCB-KR
30-01-2009,BDL - NA,30,200,,,167,MPCB-KR
02-01-2009 00:00,BDL - NA,16,140,,,127,MPCB-KR
02-02-2009 00:00,BDL - NA,20,133,,,122,MPCB-KR
02-03-2009 00:00,BDL - NA,17,128,,,119,MPCB-KR
02-04-2009 00:00,BDL - NA,18,141,,,127,MPCB-KR
02-05-2009 00:00,BDL - NA,18,136,,,124,MPCB-KR
02-06-2009 00:00,15,30,156,,,137,MPCB-KR
02-07-2009 00:00,13,41,181,,,154,MPCB-KR
02-08-2009 00:00,8,34,182,,,155,MPCB-KR
02-09-2009 00:00,12,23,169,,,146,MPCB-KR
02-10-2009 00:00,9,20,158,,,139,MPCB-KR
02-11-2009 00:00,10,19,146,,,131,MPCB-KR
02-12-2009 00:00,10,26,151,,,134,MPCB-KR
13-02-2009,10,16,123,,,115,MPCB-KR
14-02-2009,19,18,129,,,119,MPCB-KR
15-02-2009,21,32,155,,,137,MPCB-KR
16-02-2009,25,55,176,,,151,MPCB-KR
17-02-2009,22,31,189,,,159,MPCB-KR
18-02-2009,18,22,155,,,137,MPCB-KR
19-02-2009,21,43,162,,,141,MPCB-KR
20-02-2009,23,29,172,,,148,MPCB-KR
21-02-2009,25,39,187,,,158,MPCB-KR
22-02-2009,17,22,145,,,130,MPCB-KR
23-02-2009,19,23,132,,,121,MPCB-KR
24-02-2009,17,15,136,,,124,MPCB-KR
25-02-2009,18,27,135,,,123,MPCB-KR
26-02-2009,25,153,184,,,173,MPCB-KR
27-02-2009,23,38,167,,,145,MPCB-KR
03-03-2009 00:00,25,32,163,,,142,MPCB-KR
03-04-2009 00:00,23,24,148,,,132,MPCB-KR
03-05-2009 00:00,22,21,159,,,139,MPCB-KR
03-06-2009 00:00,24,25,190,,,160,MPCB-KR
03-07-2009 00:00,21,27,184,,,156,MPCB-KR
03-08-2009 00:00,24,22,174,,,149,MPCB-KR
03-10-2009 00:00,23,24,174,,,149,MPCB-KR
03-11-2009 00:00,21,22,106,,,104,MPCB-KR
13-03-2009,19,21,122,,,115,MPCB-KR
14-03-2009,16,21,97,,,97,MPCB-KR
15-03-2009,18,20,100,,,100,MPCB-KR
16-03-2009,21,33,146,,,131,MPCB-KR
17-03-2009,26,31,155,,,137,MPCB-KR
18-03-2009,26,20,163,,,142,MPCB-KR
19-03-2009,23,21,146,,,131,MPCB-KR
20-03-2009,19,22,101,,,101,MPCB-KR
23-03-2009,23,19,153,,,135,MPCB-KR
24-03-2009,23,19,173,,,149,MPCB-KR
25-03-2009,22,19,151,,,134,MPCB-KR
30-03-2009,26,23,165,,,143,MPCB-KR
31-03-2009,25,23,155,,,137,MPCB-KR
04-01-2009 00:00,20,20,150,,,133,MPCB-KR
04-02-2009 00:00,19,19,150,,,133,MPCB-KR
04-03-2009 00:00,19,19,138,,,125,MPCB-KR
04-04-2009 00:00,17,16,136,,,124,MPCB-KR
04-05-2009 00:00,17,18,138,,,125,MPCB-KR
04-06-2009 00:00,18,21,155,,,137,MPCB-KR
04-07-2009 00:00,22,20,161,,,141,MPCB-KR
04-08-2009 00:00,19,16,128,,,119,MPCB-KR
04-09-2009 00:00,22,21,119,,,113,MPCB-KR
04-10-2009 00:00,23,21,166,,,144,MPCB-KR
04-11-2009 00:00,23,25,138,,,125,MPCB-KR
04-12-2009 00:00,23,18,136,,,124,MPCB-KR
13-04-2009,21,22,127,,,118,MPCB-KR
14-04-2009,25,15,126,,,117,MPCB-KR
15-04-2009,23,18,107,,,105,MPCB-KR
16-04-2009,23,15,107,,,105,MPCB-KR
17-04-2009,22,15,131,,,121,MPCB-KR
18-04-2009,25,20,165,,,143,MPCB-KR
19-04-2009,20,13,137,,,125,MPCB-KR
21-04-2009,15,13,133,,,122,MPCB-KR
22-04-2009,18,15,160,,,140,MPCB-KR
23-04-2009,17,14,172,,,148,MPCB-KR
24-04-2009,22,18,184,,,156,MPCB-KR
25-04-2009,24,22,169,,,146,MPCB-KR
26-04-2009,24,19,155,,,137,MPCB-KR
27-04-2009,22,18,145,,,130,MPCB-KR
28-04-2009,18,16,126,,,117,MPCB-KR
29-04-2009,18,15,125,,,117,MPCB-KR
30-04-2009,20,17,108,,,105,MPCB-KR
05-01-2009 00:00,15,17,107,,,105,MPCB-KR
05-02-2009 00:00,19,14,110,,,107,MPCB-KR
05-03-2009 00:00,18,15,117,,,111,MPCB-KR
05-04-2009 00:00,19,18,112,,,108,MPCB-KR
05-05-2009 00:00,14,15,109,,,106,MPCB-KR
05-06-2009 00:00,17,14,114,,,109,MPCB-KR
05-07-2009 00:00,19,20,133,,,122,MPCB-KR
05-08-2009 00:00,21,18,139,,,126,MPCB-KR
05-09-2009 00:00,20,15,128,,,119,MPCB-KR
05-10-2009 00:00,20,16,102,,,101,MPCB-KR
05-11-2009 00:00,18,13,93,,,93,MPCB-KR
05-12-2009 00:00,18,17,104,,,103,MPCB-KR
13-05-2009,14,14,122,,,115,MPCB-KR
14-05-2009,13,16,110,,,107,MPCB-KR
16-05-2009,13,16,101,,,101,MPCB-KR
17-05-2009,13,15,107,,,105,MPCB-KR
19-05-2009,16,15,100,,,100,MPCB-KR
20-05-2009,16,20,95,,,95,MPCB-KR
21-05-2009,15,18,88,,,88,MPCB-KR
23-05-2009,18,17,104,,,103,MPCB-KR
24-05-2009,15,18,88,,,88,MPCB-KR
26-05-2009,19,18,112,,,108,MPCB-KR
27-05-2009,13,17,90,,,90,MPCB-KR
28-05-2009,13,17,88,,,88,MPCB-KR
29-05-2009,12,BDL - 6,85,,,85,MPCB-KR
06-02-2009 00:00,16,19,95,,,95,MPCB-KR
06-03-2009 00:00,13,15,116,,,111,MPCB-KR
06-04-2009 00:00,16,19,95,,,95,MPCB-KR
06-05-2009 00:00,15,18,88,,,88,MPCB-KR
06-06-2009 00:00,13,15,83,,,83,MPCB-KR
06-07-2009 00:00,14,16,95,,,95,MPCB-KR
06-08-2009 00:00,13,15,94,,,94,MPCB-KR
06-09-2009 00:00,12,15,88,,,88,MPCB-KR
06-10-2009 00:00,12,16,83,,,83,MPCB-KR
06-11-2009 00:00,13,18,78,,,78,MPCB-KR
06-12-2009 00:00,12,16,82,,,82,MPCB-KR
13-06-2009,12,14,87,,,87,MPCB-KR
14-06-2009,12,15,94,,,94,MPCB-KR
15-06-2009,12,14,84,,,84,MPCB-KR
16-06-2009,12,15,91,,,91,MPCB-KR
18-06-2009,12,16,103,,,102,MPCB-KR
19-06-2009,12,14,80,,,80,MPCB-KR
20-06-2009,16,15,59,,,59,MPCB-KR
21-06-2009,21,22,64,,,64,MPCB-KR
22-06-2009,8,14,52,,,52,MPCB-KR
24-06-2009,20,10,50,,,50,MPCB-KR
25-06-2009,BDL - 2,11,58,,,58,MPCB-KR
27-06-2009,BDL - 2,BDL - 7,51,,,51,MPCB-KR
28-06-2009,BDL - 2,BDL - 7,38,,,38,MPCB-KR
29-06-2009,BDL - 2,18,78,,,78,MPCB-KR
30-06-2009,BDL - 2,9,69,,,69,MPCB-KR
07-01-2009 00:00,BDL - 2,BDL - 5,48,,,48,MPCB-KR
07-02-2009 00:00,BDL - 2,13,49,,,49,MPCB-KR
07-03-2009 00:00,BDL - 2,9,42,,,42,MPCB-KR
07-04-2009 00:00,BDL - 2,BDL - 7,39,,,39,MPCB-KR
07-05-2009 00:00,BDL - 2,BDL - 6,57,,,57,MPCB-KR
07-06-2009 00:00,BDL - NA,10,34,,,34,MPCB-KR
07-07-2009 00:00,BDL - 2,11,30,,,30,MPCB-KR
07-08-2009 00:00,BDL - NA,11,42,,,42,MPCB-KR
07-09-2009 00:00,BDL - NA,10,40,,,40,MPCB-KR
07-10-2009 00:00,BDL - NA,11,35,,,35,MPCB-KR
13-07-2009,BDL - 2,BDL - 8,68,,,68,MPCB-KR
14-07-2009,BDL - 2,11,30,,,30,MPCB-KR
15-07-2009,BDL - 2,11,48,,,48,MPCB-KR
16-07-2009,BDL - 2,9,48,,,48,MPCB-KR
17-07-2009,BDL - 2,BDL - 8,76,,,76,MPCB-KR
18-07-2009,BDL - 2,BDL - 6,80,,,80,MPCB-KR
19-07-2009,BDL - 2,BDL - 6,89,,,89,MPCB-KR
20-07-2009,BDL - 2,BDL - 6,65,,,65,MPCB-KR
21-07-2009,BDL - 2,13,48,,,48,MPCB-KR
23-07-2009,4,9,46,,,46,MPCB-KR
24-07-2009,BDL - 2,BDL - 8,45,,,45,MPCB-KR
25-07-2009,BDL - 2,BDL - 8,48,,,48,MPCB-KR
26-07-2009,BDL - 2,BDL - 7,44,,,44,MPCB-KR
27-07-2009,BDL - 2,BDL - 8,46,,,46,MPCB-KR
28-07-2009,BDL - 2,9,50,,,50,MPCB-KR
29-07-2009,BDL - 2,BDL - 8,72,,,72,MPCB-KR
30-07-2009,BDL - 2,BDL - 8,64,,,64,MPCB-KR
31-07-2009,BDL - 2,BDL - 7,80,,,80,MPCB-KR
08-01-2009 00:00,BDL - 2,9,75,,,75,MPCB-KR
08-02-2009 00:00,BDL - 2,BDL - 7,55,,,55,MPCB-KR
08-03-2009 00:00,BDL - 2,11,65,,,65,MPCB-KR
08-04-2009 00:00,BDL - 2,10,80,,,80,MPCB-KR
08-06-2009 00:00,BDL - 2,BDL - 8,77,,,77,MPCB-KR
08-08-2009 00:00,BDL - 2,BDL - 8,65,,,65,MPCB-KR
08-09-2009 00:00,BDL - 2,BDL - 6,73,,,73,MPCB-KR
08-10-2009 00:00,BDL - 2,9,75,,,75,MPCB-KR
08-11-2009 00:00,BDL - 2,BDL - 7,73,,,73,MPCB-KR
08-12-2009 00:00,BDL - 2,BDL - 6,69,,,69,MPCB-KR
13-08-2009,BDL - NA,BDL - NA,64,,,64,MPCB-KR
14-08-2009,BDL - NA,BDL - NA,63,,,63,MPCB-KR
15-08-2009,BDL - NA,BDL - NA,50,,,50,MPCB-KR
16-08-2009,BDL - NA,BDL - NA,48,,,48,MPCB-KR
17-08-2009,BDL - NA,BDL - NA,62,,,62,MPCB-KR
18-08-2009,13,9,63,,,63,MPCB-KR
19-08-2009,10,13,72,,,72,MPCB-KR
20-08-2009,9,10,56,,,56,MPCB-KR
22-08-2009,9,BDL - 7,68,,,68,MPCB-KR
23-08-2009,8,BDL - 6,45,,,45,MPCB-KR
24-08-2009,9,9,52,,,52,MPCB-KR
25-08-2009,8,BDL - 7,42,,,42,MPCB-KR
26-08-2009,8,BDL - 6,57,,,57,MPCB-KR
27-08-2009,8,BDL - 5,59,,,59,MPCB-KR
28-08-2009,7,9,55,,,55,MPCB-KR
29-08-2009,8,9,35,,,35,MPCB-KR
30-08-2009,8,BDL - 6,35,,,35,MPCB-KR
31-08-2009,8,9,53,,,53,MPCB-KR
09-01-2009 00:00,8,BDL - 8,49,,,49,MPCB-KR
09-02-2009 00:00,9,10,40,,,40,MPCB-KR
09-03-2009 00:00,9,BDL - 6,29,,,29,MPCB-KR
09-04-2009 00:00,9,BDL - 7,27,,,27,MPCB-KR
09-05-2009 00:00,9,9,36,,,36,MPCB-KR
09-06-2009 00:00,9,BDL - 8,42,,,42,MPCB-KR
09-07-2009 00:00,9,9,51,,,51,MPCB-KR
09-08-2009 00:00,8,BDL - 7,57,,,57,MPCB-KR
09-10-2009 00:00,8,10,63,,,63,MPCB-KR
14-09-2009,10,16,66,,,66,MPCB-KR
15-09-2009,9,11,65,,,65,MPCB-KR
16-09-2009,9,12,65,,,65,MPCB-KR
18-09-2009,9,14,78,,,78,MPCB-KR
19-09-2009,9,15,87,,,87,MPCB-KR
20-09-2009,9,11,87,,,87,MPCB-KR
21-09-2009,9,11,77,,,77,MPCB-KR
22-09-2009,9,12,72,,,72,MPCB-KR
23-09-2009,9,12,54,,,54,MPCB-KR
24-09-2009,9,15,58,,,58,MPCB-KR
26-09-2009,8,11,68,,,68,MPCB-KR
27-09-2009,9,9,72,,,72,MPCB-KR
28-09-2009,9,BDL - 8,71,,,71,MPCB-KR
29-09-2009,9,BDL - 8,77,,,77,MPCB-KR
30-09-2009,9,BDL - 7,84,,,84,MPCB-KR
10-01-2009 00:00,10,BDL - 8,83,,,83,MPCB-KR
10-02-2009 00:00,9,9,84,,,84,MPCB-KR
10-03-2009 00:00,10,BDL - 7,64,,,64,MPCB-KR
10-04-2009 00:00,9,BDL - 8,36,,,36,MPCB-KR
10-05-2009 00:00,10,BDL - 8,31,,,31,MPCB-KR
10-06-2009 00:00,10,10,64,,,64,MPCB-KR
10-07-2009 00:00,9,10,83,,,83,MPCB-KR
10-08-2009 00:00,11,20,75,,,75,MPCB-KR
10-09-2009 00:00,11,30,72,,,72,MPCB-KR
10-10-2009 00:00,11,40,77,,,77,MPCB-KR
10-11-2009 00:00,10,35,78,,,78,MPCB-KR
10-12-2009 00:00,11,41,89,,,89,MPCB-KR
13-10-2009,11,38,80,,,80,MPCB-KR
16-10-2009,11,44,98,,,98,MPCB-KR
17-10-2009,13,38,198,,,165,MPCB-KR
18-10-2009,12,34,87,,,87,MPCB-KR
19-10-2009,12,37,93,,,93,MPCB-KR
20-10-2009,11,34,81,,,81,MPCB-KR
21-10-2009,12,46,87,,,87,MPCB-KR
22-10-2009,14,39,87,,,87,MPCB-KR
23-10-2009,14,46,86,,,86,MPCB-KR
24-10-2009,13,37,61,,,61,MPCB-KR
25-10-2009,13,37,64,,,64,MPCB-KR
26-10-2009,15,39,77,,,77,MPCB-KR
27-10-2009,18,48,84,,,84,MPCB-KR
28-10-2009,24,52,103,,,102,MPCB-KR
29-10-2009,28,102,116,,,122,MPCB-KR
30-10-2009,31,142,107,,,162,MPCB-KR
31-10-2009,34,134,132,,,154,MPCB-KR
11-01-2009 00:00,22,75,101,,,101,MPCB-KR
11-02-2009 00:00,25,86,83,,,106,MPCB-KR
11-03-2009 00:00,35,140,116,,,160,MPCB-KR
11-04-2009 00:00,32,140,133,,,160,MPCB-KR
11-05-2009 00:00,24,119,111,,,139,MPCB-KR
11-06-2009 00:00,21,106,88,,,126,MPCB-KR
11-07-2009 00:00,21,98,79,,,118,MPCB-KR
11-08-2009 00:00,18,53,37,,,66,MPCB-KR
11-09-2009 00:00,15,46,31,,,58,MPCB-KR
11-10-2009 00:00,14,47,41,,,59,MPCB-KR
11-11-2009 00:00,13,27,16,,,34,MPCB-KR
11-12-2009 00:00,12,36,15,,,45,MPCB-KR
13-11-2009,12,58,37,,,73,MPCB-KR
14-11-2009,13,64,68,,,80,MPCB-KR
15-11-2009,15,85,52,,,105,MPCB-KR
16-11-2009,15,84,48,,,104,MPCB-KR
12-08-2009 00:00,12,87,104,,,107,MPCB-KR
17-01-2010,11,54,142,,,128,MPCB-KR
18-01-2010,19,106,181,,,154,MPCB-KR
19-01-2010,22,142,216,,,177,MPCB-KR
20-01-2010,20,118,211,,,174,MPCB-KR
21-01-2010,22,142,230,,,187,MPCB-KR
22-01-2010,21,122,198,,,165,MPCB-KR
23-01-2010,19,112,183,,,155,MPCB-KR
24-01-2010,18,80,164,,,143,MPCB-KR
25-01-2010,20,133,216,,,177,MPCB-KR
26-01-2010,13,88,167,,,145,MPCB-KR
27-01-2010,22,155,236,,,191,MPCB-KR
28-01-2010,20,130,251,,,201,MPCB-KR
29-01-2010,18,124,210,,,173,MPCB-KR
30-01-2010,20,145,261,,,211,MPCB-KR
31-01-2010,17,101,224,,,183,MPCB-KR
02-01-2010 00:00,11,73,189,,,159,MPCB-KR
02-02-2010 00:00,12,66,186,,,157,MPCB-KR
02-03-2010 00:00,8,60,177,,,151,MPCB-KR
02-04-2010 00:00,6,59,163,,,142,MPCB-KR
02-05-2010 00:00,10,108,211,,,174,MPCB-KR
02-06-2010 00:00,16,103,180,,,153,MPCB-KR
02-07-2010 00:00,11,97,184,,,156,MPCB-KR
02-08-2010 00:00,9,58,163,,,142,MPCB-KR
02-09-2010 00:00,7,48,161,,,141,MPCB-KR
02-10-2010 00:00,7,65,161,,,141,MPCB-KR
02-11-2010 00:00,6,45,184,,,156,MPCB-KR
02-12-2010 00:00,7,38,132,,,121,MPCB-KR
13-02-2010,9,58,188,,,159,MPCB-KR
14-02-2010,9,48,179,,,153,MPCB-KR
15-02-2010,15,81,182,,,155,MPCB-KR
16-02-2010,22,90,193,,,162,MPCB-KR
17-02-2010,18,135,223,,,182,MPCB-KR
18-02-2010,14,88,207,,,171,MPCB-KR
19-02-2010,8,51,131,,,121,MPCB-KR
20-02-2010,10,35,187,,,158,MPCB-KR
21-02-2010,10,45,129,,,119,MPCB-KR
22-02-2010,12,61,168,,,145,MPCB-KR
23-02-2010,10,53,182,,,155,MPCB-KR
24-02-2010,6,48,124,,,116,MPCB-KR
25-02-2010,9,68,150,,,133,MPCB-KR
26-02-2010,13,101,206,,,171,MPCB-KR
27-02-2010,14,117,224,,,183,MPCB-KR
28-02-2010,16,107,211,,,174,MPCB-KR
03-01-2010 00:00,14,67,190,,,160,MPCB-KR
03-02-2010 00:00,13,77,163,,,142,MPCB-KR
03-03-2010 00:00,11,48,149,,,133,MPCB-KR
03-04-2010 00:00,9,46,154,,,136,MPCB-KR
03-05-2010 00:00,7,46,136,,,124,MPCB-KR
03-06-2010 00:00,9,37,158,,,139,MPCB-KR
03-07-2010 00:00,8,60,160,,,140,MPCB-KR
03-08-2010 00:00,12,96,202,,,168,MPCB-KR
03-09-2010 00:00,14,126,224,,,183,MPCB-KR
03-10-2010 00:00,11,91,230,,,187,MPCB-KR
03-11-2010 00:00,11,121,202,,,168,MPCB-KR
03-12-2010 00:00,7,68,178,,,152,MPCB-KR
13-03-2010,6,82,173,,,149,MPCB-KR
14-03-2010,8,39,127,,,118,MPCB-KR
15-03-2010,8,60,119,,,113,MPCB-KR
16-03-2010,9,66,112,,,108,MPCB-KR
17-03-2010,10,71,133,,,122,MPCB-KR
18-03-2010,14,108,206,,,171,MPCB-KR
19-03-2010,7,64,178,,,152,MPCB-KR
20-03-2010,8,45,144,,,129,MPCB-KR
21-03-2010,6,43,170,,,147,MPCB-KR
22-03-2010,10,46,179,,,153,MPCB-KR
23-03-2010,10,50,162,,,141,MPCB-KR
24-03-2010,8,46,150,,,133,MPCB-KR
25-03-2010,8,49,176,,,151,MPCB-KR
26-03-2010,7,44,212,,,175,MPCB-KR
27-03-2010,7,39,200,,,167,MPCB-KR
28-03-2010,9,39,243,,,195,MPCB-KR
29-03-2010,10,50,248,,,199,MPCB-KR
30-03-2010,8,50,169,,,146,MPCB-KR
31-03-2010,BDL - NA,38,157,,,138,MPCB-KR
04-01-2010 00:00,4,31,132,,,121,MPCB-KR
04-02-2010 00:00,4,33,168,,,145,MPCB-KR
04-03-2010 00:00,6,54,166,,,144,MPCB-KR
04-04-2010 00:00,6,52,157,,,138,MPCB-KR
04-05-2010 00:00,9,76,179,,,153,MPCB-KR
04-06-2010 00:00,11,90,185,,,157,MPCB-KR
04-07-2010 00:00,11,104,211,,,174,MPCB-KR
04-08-2010 00:00,10,73,192,,,161,MPCB-KR
04-09-2010 00:00,4,45,142,,,128,MPCB-KR
04-10-2010 00:00,BDL - 3,43,149,,,133,MPCB-KR
04-11-2010 00:00,4,39,147,,,131,MPCB-KR
04-12-2010 00:00,6,53,183,,,155,MPCB-KR
13-04-2010,8,51,158,,,139,MPCB-KR
14-04-2010,4,35,199,,,166,MPCB-KR
15-04-2010,BDL - 3,41,182,,,155,MPCB-KR
16-04-2010,BDL - 3,35,185,,,157,MPCB-KR
17-04-2010,4,29,129,,,119,MPCB-KR
18-04-2010,4,30,187,,,158,MPCB-KR
19-04-2010,BDL - 3,18,116,,,111,MPCB-KR
20-04-2010,5,21,112,,,108,MPCB-KR
21-04-2010,6,22,109,,,106,MPCB-KR
22-04-2010,4,35,126,,,117,MPCB-KR
23-04-2010,4,39,188,,,159,MPCB-KR
24-04-2010,6,51,179,,,153,MPCB-KR
25-04-2010,5,29,136,,,124,MPCB-KR
26-04-2010,6,33,129,,,119,MPCB-KR
27-04-2010,6,33,129,,,119,MPCB-KR
28-04-2010,7,28,143,,,129,MPCB-KR
30-04-2010,5,50,138,,,125,MPCB-KR
05-01-2010 00:00,BDL - 2,23,109,,,106,MPCB-KR
05-02-2010 00:00,BDL - 3,29,98,,,98,MPCB-KR
05-03-2010 00:00,5,43,119,,,113,MPCB-KR
05-04-2010 00:00,4,40,96,,,96,MPCB-KR
05-05-2010 00:00,5,31,124,,,116,MPCB-KR
05-06-2010 00:00,5,28,118,,,112,MPCB-KR
05-07-2010 00:00,6,45,128,,,119,MPCB-KR
05-08-2010 00:00,BDL - 3,37,141,,,127,MPCB-KR
05-09-2010 00:00,4,28,141,,,127,MPCB-KR
05-10-2010 00:00,6,34,143,,,129,MPCB-KR
05-11-2010 00:00,6,32,145,,,130,MPCB-KR
05-12-2010 00:00,60,27,114,,,109,MPCB-KR
13-05-2010,50,21,109,,,106,MPCB-KR
14-05-2010,BDL - 3,20,125,,,117,MPCB-KR
15-05-2010,30,21,114,,,109,MPCB-KR
16-05-2010,40,20,115,,,110,MPCB-KR
17-05-2010,4,24,124,,,116,MPCB-KR
18-05-2010,6,33,143,,,129,MPCB-KR
19-05-2010,8,28,145,,,130,MPCB-KR
20-05-2010,9,25,70,,,70,MPCB-KR
22-05-2010,BDL - 3,12,146,,,131,MPCB-KR
23-05-2010,4,12,146,,,131,MPCB-KR
24-05-2010,5,14,147,,,131,MPCB-KR
25-05-2010,10,12,113,,,109,MPCB-KR
26-05-2010,8,12,123,,,115,MPCB-KR
27-05-2010,12,10,121,,,114,MPCB-KR
28-05-2010,10,12,89,,,89,MPCB-KR
29-05-2010,12,30,93,,,93,MPCB-KR
30-05-2010,15,34,79,,,79,MPCB-KR
31-05-2010,8,26,77,,,77,MPCB-KR
06-01-2010 00:00,4,28,58,,,58,MPCB-KR
06-02-2010 00:00,10,30,68,,,68,MPCB-KR
06-03-2010 00:00,14,58,88,,,88,MPCB-KR
06-05-2010 00:00,13,17,69,,,69,MPCB-KR
06-06-2010 00:00,14,13,53,,,53,MPCB-KR
06-07-2010 00:00,14,18,74,,,74,MPCB-KR
06-08-2010 00:00,12,22,79,,,79,MPCB-KR
06-09-2010 00:00,12,24,94,,,94,MPCB-KR
06-10-2010 00:00,12,30,92,,,92,MPCB-KR
06-11-2010 00:00,13,46,72,,,72,MPCB-KR
06-12-2010 00:00,13,34,77,,,77,MPCB-KR
13-06-2010,14,30,88,,,88,MPCB-KR
14-06-2010,13,28,74,,,74,MPCB-KR
15-06-2010,13,28,54,,,54,MPCB-KR
16-06-2010,16,32,38,,,40,MPCB-KR
17-06-2010,10,54,48,,,68,MPCB-KR
18-06-2010,14,63,67,,,79,MPCB-KR
19-06-2010,14,31,55,,,55,MPCB-KR
20-06-2010,11,22,36,,,36,MPCB-KR
21-06-2010,11,25,63,,,63,MPCB-KR
22-06-2010,12,24,52,,,52,MPCB-KR
23-06-2010,12,22,41,,,41,MPCB-KR
24-06-2010,10,23,41,,,41,MPCB-KR
25-06-2010,11,28,51,,,51,MPCB-KR
26-06-2010,10,25,46,,,46,MPCB-KR
27-06-2010,10,18,38,,,38,MPCB-KR
28-06-2010,11,23,72,,,72,MPCB-KR
29-06-2010,11,20,105,,,103,MPCB-KR
30-06-2010,11,35,116,,,111,MPCB-KR
07-01-2010 00:00,10,26,107,,,105,MPCB-KR
07-02-2010 00:00,12,30,68,,,68,MPCB-KR
07-03-2010 00:00,13,28,49,,,49,MPCB-KR
07-04-2010 00:00,12,19,60,,,60,MPCB-KR
07-05-2010 00:00,11,20,56,,,56,MPCB-KR
07-06-2010 00:00,13,26,68,,,68,MPCB-KR
07-07-2010 00:00,11,28,76,,,76,MPCB-KR
07-08-2010 00:00,13,31,62,,,62,MPCB-KR
07-09-2010 00:00,12,29,69,,,69,MPCB-KR
07-10-2010 00:00,12,26,60,,,60,MPCB-KR
07-11-2010 00:00,9,23,60,,,60,MPCB-KR
07-12-2010 00:00,12,29,83,,,83,MPCB-KR
13-07-2010,11,28,86,,,86,MPCB-KR
14-07-2010,11,27,74,,,74,MPCB-KR
15-07-2010,12,25,87,,,87,MPCB-KR
16-07-2010,13,27,75,,,75,MPCB-KR
17-07-2010,13,28,61,,,61,MPCB-KR
18-07-2010,11,24,36,,,36,MPCB-KR
19-07-2010,11,29,48,,,48,MPCB-KR
20-07-2010,12,29,46,,,46,MPCB-KR
21-07-2010,12,35,32,,,44,MPCB-KR
22-07-2010,11,45,42,,,56,MPCB-KR
23-07-2010,13,36,62,,,62,MPCB-KR
24-07-2010,14,40,43,,,50,MPCB-KR
25-07-2010,13,36,40,,,45,MPCB-KR
26-07-2010,15,46,50,,,58,MPCB-KR
27-07-2010,16,40,76,,,76,MPCB-KR
28-07-2010,16,55,56,,,69,MPCB-KR
29-07-2010,12,39,53,,,53,MPCB-KR
30-07-2010,12,43,80,,,80,MPCB-KR
31-07-2010,12,39,41,,,49,MPCB-KR
08-01-2010 00:00,12,27,49,,,49,MPCB-KR
08-02-2010 00:00,13,37,58,,,58,MPCB-KR
08-03-2010 00:00,13,37,47,,,47,MPCB-KR
08-04-2010 00:00,15,40,85,,,85,MPCB-KR
08-05-2010 00:00,9,36,86,,,86,MPCB-KR
08-06-2010 00:00,11,10,88,,,88,MPCB-KR
08-07-2010 00:00,13,13,79,,,79,MPCB-KR
08-08-2010 00:00,13,9,77,,,77,MPCB-KR
08-09-2010 00:00,12,BDL - 6,77,,,77,MPCB-KR
08-10-2010 00:00,13,12,70,,,70,MPCB-KR
08-11-2010 00:00,13,11,61,,,61,MPCB-KR
08-12-2010 00:00,11,9,56,,,56,MPCB-KR
13-08-2010,13,11,54,,,54,MPCB-KR
14-08-2010,14,10,65,,,65,MPCB-KR
15-08-2010,12,BDL - 8,63,,,63,MPCB-KR
16-08-2010,13,10,77,,,77,MPCB-KR
17-08-2010,13,10,49,,,49,MPCB-KR
18-08-2010,14,11,43,,,43,MPCB-KR
19-08-2010,11,12,57,,,57,MPCB-KR
20-08-2010,13,12,80,,,80,MPCB-KR
21-08-2010,13,10,81,,,81,MPCB-KR
22-08-2010,13,10,72,,,72,MPCB-KR
23-08-2010,12,11,62,,,62,MPCB-KR
24-08-2010,15,13,66,,,66,MPCB-KR
25-08-2010,13,15,64,,,64,MPCB-KR
26-08-2010,15,14,53,,,53,MPCB-KR
27-08-2010,13,10,44,,,44,MPCB-KR
28-08-2010,13,11,47,,,47,MPCB-KR
29-08-2010,13,13,27,,,27,MPCB-KR
30-08-2010,15,30,36,,,38,MPCB-KR
