Date,SO2 µg/m3,Nox µg/m3,RSPM µg/m3,SPM,CO2 µg/m3,AQI,Location
05-09-2014,28,70,42,99,,88,Bhosari
09-09-2014,41,72,39,60,,90,Bhosari
12-09-2014,23,50,45,157,,63,Bhosari
16-09-2014,23,42,30,99,,53,Bhosari
19-09-2014,30,43,22,52,,54,Bhosari
23-09-2014,33,34,71,137,,71,Bhosari
26-09-2014,32,45,51,96,,56,Bhosari
30-09-2014,31,34,138,171,,125,Bhosari
04-10-2014,34,38,90,191,,90,Bhosari
07-10-2014,36,34,90,162,,90,Bhosari
10-10-2014,33,26,76,145,,76,Bhosari
14-10-2014,37,34,116,260,,111,Bhosari
17-10-2014,15,29,78,130,,78,Bhosari
23-10-2014,24,23,187,299,,158,Bhosari
24-10-2014,20,49,83,170,,83,Bhosari
04-11-2014,26,60,166,289,,144,Bhosari
07-11-2014,39,75,129,296,,119,Bhosari
11-11-2014,35,54,163,281,,142,Bhosari
14-11-2014,37,41,101,187,,101,Bhosari
18-11-2014,44,61,128,254,,119,Bhosari
21-11-2014,38,45,102,154,,101,Bhosari
25-11-2014,28,43,131,312,,121,Bhosari
28-11-2014,21,49,171,267,,147,Bhosari
02-12-2014,22,56,225,333,,183,Bhosari
05-12-2014,22,57,171,439,,147,Bhosari
09-12-2014,19,52,221,364,,181,Bhosari
12-12-2014,22,53,224,428,,183,Bhosari
16-12-2014,20,50,209,310,,173,Bhosari
19-12-2014,17,60,144,222,,129,Bhosari
23-12-2014,18,59,135,234,,123,Bhosari
26-12-2014,21,69,155,248,,137,Bhosari
01-01-2012,23,46,193,,,162,Pimpri Chinchwad
02-01-2012,34,66,201,,,167,Pimpri Chinchwad
03-01-2012,25,63,200,,,167,Pimpri Chinchwad
04-01-2012,24,68,174,,,149,Pimpri Chinchwad
05-01-2012,29,82,171,,,147,Pimpri Chinchwad
06-01-2012,29,69,185,,,157,Pimpri Chinchwad
08-01-2012,28,46,169,,,146,Pimpri Chinchwad
09-01-2012,31,74,190,,,160,Pimpri Chinchwad
10-01-2012,43,62,221,,,181,Pimpri Chinchwad
11-01-2012,68,46,147,,,131,Pimpri Chinchwad
12-01-2012,24,56,213,,,175,Pimpri Chinchwad
13-01-2012,57,99,256,,,206,Pimpri Chinchwad
15-01-2012,27,71,235,,,190,Pimpri Chinchwad
16-01-2012,34,74,240,,,193,Pimpri Chinchwad
17-01-2012,21,70,207,,,171,Pimpri Chinchwad
18-01-2012,16,40,103,,,102,Pimpri Chinchwad
19-01-2012,17,57,91,,,91,Pimpri Chinchwad
20-01-2012,40,71,161,,,141,Pimpri Chinchwad
21-01-2012,29,44,155,,,137,Pimpri Chinchwad
23-01-2012,17,65,161,,,141,Pimpri Chinchwad
24-01-2012,25,71,155,,,137,Pimpri Chinchwad
25-01-2012,21,47,171,,,147,Pimpri Chinchwad
27-01-2012,25,63,165,,,143,Pimpri Chinchwad
29-01-2012,23,35,167,,,145,Pimpri Chinchwad
30-01-2012,26,68,205,,,170,Pimpri Chinchwad
01-02-2012,14,76,210,,,173,Pimpri Chinchwad
02-02-2012,24,69,239,,,193,Pimpri Chinchwad
03-02-2012,29,83,162,,,141,Pimpri Chinchwad
05-02-2012,16,45,167,,,145,Pimpri Chinchwad
06-02-2012,34,71,171,,,147,Pimpri Chinchwad
07-02-2012,16,45,167,,,145,Pimpri Chinchwad
08-02-2012,19,32,155,,,137,Pimpri Chinchwad
09-02-2012,21,51,151,,,134,Pimpri Chinchwad
10-02-2012,47,87,167,,,145,Pimpri Chinchwad
12-02-2012,30,46,158,,,139,Pimpri Chinchwad
13-02-2012,32,95,151,,,134,Pimpri Chinchwad
14-02-2012,46,88,159,,,139,Pimpri Chinchwad
15-02-2012,45,40,144,,,129,Pimpri Chinchwad
16-02-2012,34,70,112,,,108,Pimpri Chinchwad
17-02-2012,14,74,160,,,140,Pimpri Chinchwad
19-02-2012,20,43,151,,,134,Pimpri Chinchwad
20-02-2012,31,60,159,,,139,Pimpri Chinchwad
21-02-2012,44,57,155,,,137,Pimpri Chinchwad
22-02-2012,29,52,191,,,161,Pimpri Chinchwad
23-02-2012,22,66,184,,,156,Pimpri Chinchwad
24-02-2012,37,69,158,,,139,Pimpri Chinchwad
26-02-2012,14,63,167,,,145,Pimpri Chinchwad
27-02-2012,15,86,230,,,187,Pimpri Chinchwad
28-02-2012,30,64,169,,,146,Pimpri Chinchwad
29-02-2012,13,39,160,,,140,Pimpri Chinchwad
01-03-2012,18,128,177,,,151,Pimpri Chinchwad
02-03-2012,31,52,74,,,74,Pimpri Chinchwad
04-03-2012,22,37,155,,,137,Pimpri Chinchwad
05-03-2012,26,78,169,,,146,Pimpri Chinchwad
06-03-2012,21,67,134,,,123,Pimpri Chinchwad
07-03-2012,19,39,169,,,146,Pimpri Chinchwad
08-03-2012,24,38,134,,,123,Pimpri Chinchwad
09-03-2012,38,65,122,,,115,Pimpri Chinchwad
11-03-2012,21,39,144,,,129,Pimpri Chinchwad
12-03-2012,61,67,125,,,117,Pimpri Chinchwad
13-03-2012,18,66,133,,,122,Pimpri Chinchwad
14-03-2012,63,52,165,,,143,Pimpri Chinchwad
15-03-2012,28,84,175,,,150,Pimpri Chinchwad
16-03-2012,19,57,136,,,124,Pimpri Chinchwad
18-03-2012,24,41,147,,,131,Pimpri Chinchwad
19-03-2012,35,68,119,,,113,Pimpri Chinchwad
20-03-2012,27,49,128,,,119,Pimpri Chinchwad
21-03-2012,33,76,212,,,175,Pimpri Chinchwad
22-03-2012,37,87,269,,,219,Pimpri Chinchwad
25-03-2012,32,61,154,,,136,Pimpri Chinchwad
26-03-2012,38,62,155,,,137,Pimpri Chinchwad
27-03-2012,42,79,158,,,139,Pimpri Chinchwad
28-03-2012,31,61,142,,,128,Pimpri Chinchwad
29-03-2012,30,65,133,,,122,Pimpri Chinchwad
01-04-2012,25,62,112,,,108,Pimpri Chinchwad
02-04-2012,24,52,88,,,88,Pimpri Chinchwad
04-04-2012,20,43,94,,,94,Pimpri Chinchwad
05-04-2012,24,46,72,,,72,Pimpri Chinchwad
06-04-2012,26,44,67,,,67,Pimpri Chinchwad
08-04-2012,29,37,91,,,91,Pimpri Chinchwad
14-04-2012,38,57,80,,,80,Pimpri Chinchwad
16-04-2012,32,49,77,,,77,Pimpri Chinchwad
17-04-2012,30,47,74,,,74,Pimpri Chinchwad
18-04-2012,32,41,71,,,71,Pimpri Chinchwad
19-04-2012,41,74,54,,,93,Pimpri Chinchwad
23-04-2012,31,39,78,,,78,Pimpri Chinchwad
24-04-2012,29,48,55,,,60,Pimpri Chinchwad
25-04-2012,32,50,101,,,101,Pimpri Chinchwad
26-04-2012,34,47,102,,,101,Pimpri Chinchwad
29-04-2012,43,44,61,,,61,Pimpri Chinchwad
30-04-2012,23,40,59,,,59,Pimpri Chinchwad
02-05-2012,17,25,91,,,91,Pimpri Chinchwad
03-05-2012,21,27,62,,,62,Pimpri Chinchwad
07-05-2012,23,36,96,,,96,Pimpri Chinchwad
08-05-2012,22,45,72,,,72,Pimpri Chinchwad
09-05-2012,32,48,106,,,104,Pimpri Chinchwad
10-05-2012,16,27,50,,,,Pimpri Chinchwad
11-05-2012,17,49,76,,,76,Pimpri Chinchwad
13-05-2012,20,39,50,,,,Pimpri Chinchwad
14-05-2012,16,42,74,,,74,Pimpri Chinchwad
15-05-2012,24,37,49,,,49,Pimpri Chinchwad
16-05-2012,25,37,65,,,65,Pimpri Chinchwad
18-05-2012,24,33,45,,,45,Pimpri Chinchwad
20-05-2012,25,37,46,,,46,Pimpri Chinchwad
21-05-2012,19,28,51,,,51,Pimpri Chinchwad
22-05-2012,30,24,56,,,56,Pimpri Chinchwad
23-05-2012,30,40,42,,,,Pimpri Chinchwad
24-05-2012,25,21,37,,,37,Pimpri Chinchwad
25-05-2012,18,26,39,,,39,Pimpri Chinchwad
27-05-2012,33,25,44,,,44,Pimpri Chinchwad
28-05-2012,29,29,41,,,41,Pimpri Chinchwad
29-05-2012,31,40,83,,,83,Pimpri Chinchwad
30-05-2012,30,26,40,,,40,Pimpri Chinchwad
31-05-2012,27,23,84,,,84,Pimpri Chinchwad
01-06-2012,28,21,51,,,51,Pimpri Chinchwad
03-06-2012,27,26,36,,,36,Pimpri Chinchwad
04-06-2012,26,28,35,,,35,Pimpri Chinchwad
05-06-2012,22,27,59,,,59,Pimpri Chinchwad
06-06-2012,23,39,31,,,49,Pimpri Chinchwad
07-06-2012,15,32,68,,,68,Pimpri Chinchwad
12-06-2012,21,29,34,,,36,Pimpri Chinchwad
13-06-2012,19,18,28,,,28,Pimpri Chinchwad
14-06-2012,17,26,36,,,36,Pimpri Chinchwad
15-06-2012,22,22,30,,,30,Pimpri Chinchwad
17-06-2012,19,45,90,,,90,Pimpri Chinchwad
18-06-2012,19,20,26,,,26,Pimpri Chinchwad
19-06-2012,23,23,31,,,31,Pimpri Chinchwad
20-06-2012,19,22,36,,,36,Pimpri Chinchwad
21-06-2012,18,16,31,,,31,Pimpri Chinchwad
22-06-2012,23,31,41,,,41,Pimpri Chinchwad
24-06-2012,25,31,28,,,39,Pimpri Chinchwad
26-06-2012,26,17,36,,,36,Pimpri Chinchwad
27-06-2012,15,31,35,,,39,Pimpri Chinchwad
28-06-2012,15,31,29,,,39,Pimpri Chinchwad
01-07-2012,16,35,32,,,44,Pimpri Chinchwad
02-07-2012,16,36,54,,,54,Pimpri Chinchwad
05-07-2012,14,30,23,,,38,Pimpri Chinchwad
08-07-2012,17,46,32,,,58,Pimpri Chinchwad
09-07-2012,18,29,47,,,47,Pimpri Chinchwad
11-07-2012,16,66,45,,,83,Pimpri Chinchwad
12-07-2012,15,30,36,,,38,Pimpri Chinchwad
13-07-2012,16,26,52,,,52,Pimpri Chinchwad
15-07-2012,16,24,23,,,30,Pimpri Chinchwad
16-07-2012,19,35,42,,,44,Pimpri Chinchwad
17-07-2012,13,46,37,,,58,Pimpri Chinchwad
19-07-2012,18,33,23,,,41,Pimpri Chinchwad
20-07-2012,16,27,38,,,38,Pimpri Chinchwad
23-07-2012,20,29,27,,,36,Pimpri Chinchwad
24-07-2012,18,22,20,,,28,Pimpri Chinchwad
25-07-2012,16,17,29,,,29,Pimpri Chinchwad
30-07-2012,19,34,34,,,43,Pimpri Chinchwad
01-08-2012,15,52,39,,,65,Pimpri Chinchwad
02-08-2012,12,26,18,,,33,Pimpri Chinchwad
03-08-2012,16,27,22,,,34,Pimpri Chinchwad
05-08-2012,18,38,32,,,48,Pimpri Chinchwad
06-08-2012,22,35,12,,,44,Pimpri Chinchwad
07-08-2012,14,18,29,,,29,Pimpri Chinchwad
08-08-2012,20,26,6,,,33,Pimpri Chinchwad
09-08-2012,17,24,17,,,30,Pimpri Chinchwad
10-08-2012,17,28,33,,,35,Pimpri Chinchwad
12-08-2012,15,36,45,,,45,Pimpri Chinchwad
13-08-2012,11,38,28,,,48,Pimpri Chinchwad
14-08-2012,11,25,24,,,31,Pimpri Chinchwad
16-08-2012,16,23,17,,,29,Pimpri Chinchwad
17-08-2012,14,22,25,,,28,Pimpri Chinchwad
19-08-2012,14,30,16,,,38,Pimpri Chinchwad
21-08-2012,14,22,25,,,28,Pimpri Chinchwad
22-08-2012,16,38,27,,,48,Pimpri Chinchwad
23-08-2012,13,33,28,,,41,Pimpri Chinchwad
25-08-2012,14,23,24,,,29,Pimpri Chinchwad
26-08-2012,15,24,29,,,30,Pimpri Chinchwad
27-08-2012,12,31,26,,,39,Pimpri Chinchwad
28-08-2012,15,29,45,,,45,Pimpri Chinchwad
29-08-2012,15,32,27,,,40,Pimpri Chinchwad
30-08-2012,24,38,27,,,48,Pimpri Chinchwad
31-08-2012,15,38,20,,,48,Pimpri Chinchwad
02-09-2012,16,26,19,,,33,Pimpri Chinchwad
04-09-2012,15,28,25,,,35,Pimpri Chinchwad
05-09-2012,14,30,23,,,38,Pimpri Chinchwad
06-09-2012,12,30,20,,,38,Pimpri Chinchwad
07-09-2012,14,34,36,,,43,Pimpri Chinchwad
09-09-2012,15,30,27,,,38,Pimpri Chinchwad
10-09-2012,17,34,21,,,43,Pimpri Chinchwad
11-09-2012,16,40,28,,,,Pimpri Chinchwad
12-09-2012,18,34,41,,,43,Pimpri Chinchwad
13-09-2012,24,39,31,,,49,Pimpri Chinchwad
14-09-2012,15,26,32,,,33,Pimpri Chinchwad
17-09-2012,16,33,41,,,41,Pimpri Chinchwad
18-09-2012,15,35,38,,,44,Pimpri Chinchwad
19-09-2012,13,37,47,,,47,Pimpri Chinchwad
20-09-2012,18,16,57,,,57,Pimpri Chinchwad
21-09-2012,17,28,56,,,56,Pimpri Chinchwad
23-09-2012,15,46,38,,,58,Pimpri Chinchwad
24-09-2012,14,30,44,,,44,Pimpri Chinchwad
25-09-2012,16,50,57,,,63,Pimpri Chinchwad
26-09-2012,16,39,61,,,61,Pimpri Chinchwad
27-09-2012,17,38,51,,,51,Pimpri Chinchwad
28-09-2012,17,65,76,,,81,Pimpri Chinchwad
30-09-2012,17,62,71,,,78,Pimpri Chinchwad
01-10-2012,18,47,50,,,59,Pimpri Chinchwad
02-10-2012,16,47,55,,,59,Pimpri Chinchwad
04-10-2012,15,40,44,,,,Pimpri Chinchwad
05-10-2012,14,33,33,,,41,Pimpri Chinchwad
07-10-2012,30,45,31,,,56,Pimpri Chinchwad
09-10-2012,16,40,49,,,,Pimpri Chinchwad
10-10-2012,18,46,40,,,58,Pimpri Chinchwad
11-10-2012,21,51,52,,,64,Pimpri Chinchwad
12-10-2012,16,51,74,,,74,Pimpri Chinchwad
14-10-2012,20,66,77,,,83,Pimpri Chinchwad
16-10-2012,17,71,70,,,89,Pimpri Chinchwad
17-10-2012,19,58,66,,,73,Pimpri Chinchwad
18-10-2012,16,58,74,,,74,Pimpri Chinchwad
19-10-2012,26,38,76,,,76,Pimpri Chinchwad
21-10-2012,19,27,60,,,60,Pimpri Chinchwad
22-10-2012,22,27,81,,,81,Pimpri Chinchwad
23-10-2012,17,40,74,,,74,Pimpri Chinchwad
24-10-2012,15,45,67,,,67,Pimpri Chinchwad
25-10-2012,14,42,85,,,85,Pimpri Chinchwad
28-10-2012,21,35,89,,,89,Pimpri Chinchwad
29-10-2012,21,38,76,,,76,Pimpri Chinchwad
30-10-2012,29,42,71,,,71,Pimpri Chinchwad
31-10-2012,19,49,89,,,89,Pimpri Chinchwad
01-11-2012,14,41,98,,,98,Pimpri Chinchwad
02-11-2012,17,44,139,,,126,Pimpri Chinchwad
04-11-2012,16,36,74,,,74,Pimpri Chinchwad
06-11-2012,15,64,97,,,97,Pimpri Chinchwad
09-11-2012,8,31,55,,,55,Pimpri Chinchwad
10-11-2012,11,37,89,,,89,Pimpri Chinchwad
12-11-2012,12,43,92,,,92,Pimpri Chinchwad
13-11-2012,22,91,128,,,119,Pimpri Chinchwad
14-11-2012,20,59,154,,,136,Pimpri Chinchwad
15-11-2012,14,52,84,,,84,Pimpri Chinchwad
16-11-2012,12,46,81,,,81,Pimpri Chinchwad
18-11-2012,15,36,88,,,88,Pimpri Chinchwad
19-11-2012,22,43,180,,,153,Pimpri Chinchwad
20-11-2012,16,57,274,,,224,Pimpri Chinchwad
21-11-2012,19,81,140,,,127,Pimpri Chinchwad
22-11-2012,16,69,118,,,112,Pimpri Chinchwad
23-11-2012,19,74,113,,,109,Pimpri Chinchwad
25-11-2012,17,86,119,,,113,Pimpri Chinchwad
26-11-2012,19,71,98,,,98,Pimpri Chinchwad
27-11-2012,18,76,111,,,107,Pimpri Chinchwad
28-11-2012,27,70,128,,,119,Pimpri Chinchwad
29-11-2012,16,87,177,,,151,Pimpri Chinchwad
30-11-2012,21,79,100,,,,Pimpri Chinchwad
02-12-2012,19,63,126,,,117,Pimpri Chinchwad
03-12-2012,27,73,112,,,108,Pimpri Chinchwad
05-12-2012,53,46,100,,,,Pimpri Chinchwad
06-12-2012,21,53,90,,,90,Pimpri Chinchwad
10-12-2012,13,62,95,,,95,Pimpri Chinchwad
11-12-2012,15,81,198,,,165,Pimpri Chinchwad
12-12-2012,12,59,87,,,87,Pimpri Chinchwad
13-12-2012,12,60,91,,,91,Pimpri Chinchwad
14-12-2012,14,84,106,,,104,Pimpri Chinchwad
16-12-2012,23,76,146,,,131,Pimpri Chinchwad
17-12-2012,20,56,106,,,104,Pimpri Chinchwad
18-12-2012,14,46,50,,,58,Pimpri Chinchwad
20-12-2012,16,69,130,,,120,Pimpri Chinchwad
23-12-2012,15,66,120,,,113,Pimpri Chinchwad
24-12-2012,21,71,112,,,108,Pimpri Chinchwad
25-12-2012,29,48,97,,,97,Pimpri Chinchwad
26-12-2012,12,48,111,,,107,Pimpri Chinchwad
27-12-2012,20,66,89,,,89,Pimpri Chinchwad
28-12-2012,19,88,146,,,131,Pimpri Chinchwad
30-12-2012,24,74,170,,,147,Pimpri Chinchwad
31-12-2012,18,66,129,,,119,Pimpri Chinchwad
01-01-2013,16,56,86,,,86,Pimpri Chinchwad
02-01-2013,18,50,80,,,80,Pimpri Chinchwad
03-01-2013,17,83,136,,,124,Pimpri Chinchwad
04-01-2013,17,97,146,,,131,Pimpri Chinchwad
06-01-2013,21,47,159,,,139,Pimpri Chinchwad
07-01-2013,13,77,136,,,124,Pimpri Chinchwad
08-01-2013,19,106,185,,,157,Pimpri Chinchwad
09-01-2013,16,85,151,,,134,Pimpri Chinchwad
10-01-2013,14,90,161,,,141,Pimpri Chinchwad
11-01-2013,29,96,171,,,147,Pimpri Chinchwad
13-01-2013,19,90,252,,,202,Pimpri Chinchwad
14-01-2013,11,91,196,,,164,Pimpri Chinchwad
15-01-2013,28,125,182,,,155,Pimpri Chinchwad
17-01-2013,13,93,134,,,123,Pimpri Chinchwad
18-01-2013,12,38,92,,,92,Pimpri Chinchwad
20-01-2013,20,107,166,,,144,Pimpri Chinchwad
21-01-2013,21,86,184,,,156,Pimpri Chinchwad
22-01-2013,18,98,163,,,142,Pimpri Chinchwad
23-01-2013,12,66,190,,,160,Pimpri Chinchwad
24-01-2013,15,83,179,,,153,Pimpri Chinchwad
27-01-2013,20,56,168,,,145,Pimpri Chinchwad
28-01-2013,13,85,166,,,144,Pimpri Chinchwad
29-01-2013,21,68,123,,,115,Pimpri Chinchwad
30-01-2013,29,82,159,,,139,Pimpri Chinchwad
31-01-2013,15,118,177,,,151,Pimpri Chinchwad
01-02-2013,18,84,145,,,130,Pimpri Chinchwad
03-02-2013,19,70,152,,,135,Pimpri Chinchwad
04-02-2013,13,53,137,,,125,Pimpri Chinchwad
05-02-2013,25,60,91,,,91,Pimpri Chinchwad
06-02-2013,11,42,93,,,93,Pimpri Chinchwad
07-02-2013,16,69,151,,,134,Pimpri Chinchwad
08-02-2013,20,64,135,,,123,Pimpri Chinchwad
10-02-2013,22,60,151,,,134,Pimpri Chinchwad
11-02-2013,9,26,53,,,53,Pimpri Chinchwad
12-02-2013,26,86,148,,,132,Pimpri Chinchwad
13-02-2013,25,73,147,,,131,Pimpri Chinchwad
14-02-2013,23,73,155,,,137,Pimpri Chinchwad
15-02-2013,18,53,112,,,108,Pimpri Chinchwad
16-02-2013,15,38,106,,,104,Pimpri Chinchwad
18-02-2013,28,71,183,,,155,Pimpri Chinchwad
19-02-2013,22,87,84,,,107,Pimpri Chinchwad
20-02-2013,24,71,159,,,139,Pimpri Chinchwad
21-02-2013,21,76,129,,,119,Pimpri Chinchwad
22-02-2013,18,69,99,,,99,Pimpri Chinchwad
24-02-2013,28,49,128,,,119,Pimpri Chinchwad
25-02-2013,27,70,137,,,125,Pimpri Chinchwad
26-02-2013,20,84,118,,,112,Pimpri Chinchwad
27-02-2013,19,63,133,,,122,Pimpri Chinchwad
28-02-2013,24,56,286,,,236,Pimpri Chinchwad
01-03-2013,12,87,138,,,125,Pimpri Chinchwad
03-03-2013,19,54,150,,,133,Pimpri Chinchwad
04-03-2013,12,55,164,,,143,Pimpri Chinchwad
05-03-2013,25,67,136,,,124,Pimpri Chinchwad
06-03-2013,18,57,143,,,129,Pimpri Chinchwad
07-03-2013,15,61,155,,,137,Pimpri Chinchwad
08-03-2013,23,71,120,,,113,Pimpri Chinchwad
10-03-2013,37,47,133,,,122,Pimpri Chinchwad
11-03-2013,61,54,115,,,110,Pimpri Chinchwad
12-03-2013,14,63,122,,,115,Pimpri Chinchwad
13-03-2013,20,64,105,,,103,Pimpri Chinchwad
14-03-2013,21,38,93,,,93,Pimpri Chinchwad
15-03-2013,27,50,107,,,105,Pimpri Chinchwad
17-03-2013,22,60,123,,,115,Pimpri Chinchwad
18-03-2013,19,65,99,,,99,Pimpri Chinchwad
19-03-2013,18,70,89,,,89,Pimpri Chinchwad
20-03-2013,25,40,103,,,102,Pimpri Chinchwad
22-03-2013,17,67,93,,,93,Pimpri Chinchwad
24-03-2013,27,35,94,,,94,Pimpri Chinchwad
25-03-2013,41,55,91,,,91,Pimpri Chinchwad
26-03-2013,25,40,100,,,,Pimpri Chinchwad
27-03-2013,24,45,85,,,85,Pimpri Chinchwad
28-03-2013,28,50,75,,,75,Pimpri Chinchwad
29-03-2013,32,46,67,,,67,Pimpri Chinchwad
31-03-2013,30,33,114,,,109,Pimpri Chinchwad
01-04-2013,29,35,78,,,78,Pimpri Chinchwad
02-04-2013,25,36,65,,,65,Pimpri Chinchwad
03-04-2013,29,40,143,,,129,Pimpri Chinchwad
04-04-2013,23,43,87,,,87,Pimpri Chinchwad
05-04-2013,28,33,111,,,107,Pimpri Chinchwad
07-04-2013,28,32,58,,,58,Pimpri Chinchwad
08-04-2013,21,56,71,,,71,Pimpri Chinchwad
09-04-2013,19,51,69,,,69,Pimpri Chinchwad
10-04-2013,22,48,170,,,147,Pimpri Chinchwad
13-04-2013,22,52,76,,,76,Pimpri Chinchwad
15-04-2013,21,52,139,,,126,Pimpri Chinchwad
16-04-2013,22,56,64,,,70,Pimpri Chinchwad
17-04-2013,29,41,195,,,163,Pimpri Chinchwad
18-04-2013,15,42,74,,,74,Pimpri Chinchwad
19-04-2013,24,37,39,,,46,Pimpri Chinchwad
21-04-2013,24,34,95,,,95,Pimpri Chinchwad
22-04-2013,21,38,71,,,71,Pimpri Chinchwad
23-04-2013,18,45,42,,,56,Pimpri Chinchwad
24-04-2013,18,51,59,,,64,Pimpri Chinchwad
25-04-2013,21,42,75,,,75,Pimpri Chinchwad
26-04-2013,31,41,72,,,72,Pimpri Chinchwad
28-04-2013,45,33,107,,,105,Pimpri Chinchwad
29-04-2013,27,34,57,,,57,Pimpri Chinchwad
30-04-2013,27,45,94,,,94,Pimpri Chinchwad
02-05-2013,30,43,57,,,57,Pimpri Chinchwad
03-05-2013,21,42,72,,,72,Pimpri Chinchwad
05-05-2013,37,33,64,,,64,Pimpri Chinchwad
06-05-2013,25,33,71,,,71,Pimpri Chinchwad
07-05-2013,24,33,74,,,74,Pimpri Chinchwad
08-05-2013,53,33,58,,,66,Pimpri Chinchwad
09-05-2013,28,38,57,,,57,Pimpri Chinchwad
10-05-2013,25,33,74,,,74,Pimpri Chinchwad
12-05-2013,26,37,134,,,123,Pimpri Chinchwad
14-05-2013,18,30,56,,,56,Pimpri Chinchwad
15-05-2013,21,37,55,,,55,Pimpri Chinchwad
16-05-2013,22,37,55,,,55,Pimpri Chinchwad
17-05-2013,54,26,42,,,68,Pimpri Chinchwad
18-05-2013,22,28,40,,,40,Pimpri Chinchwad
19-05-2013,20,29,49,,,49,Pimpri Chinchwad
20-05-2013,19,24,56,,,56,Pimpri Chinchwad
21-05-2013,18,31,37,,,39,Pimpri Chinchwad
22-05-2013,23,30,40,,,40,Pimpri Chinchwad
23-05-2013,22,28,47,,,47,Pimpri Chinchwad
24-05-2013,29,26,40,,,40,Pimpri Chinchwad
25-05-2013,27,26,38,,,38,Pimpri Chinchwad
27-05-2013,20,26,61,,,61,Pimpri Chinchwad
28-05-2013,26,25,29,,,31,Pimpri Chinchwad
29-05-2013,28,31,29,,,39,Pimpri Chinchwad
30-05-2013,27,30,44,,,44,Pimpri Chinchwad
31-05-2013,26,34,52,,,52,Pimpri Chinchwad
01-06-2013,29,36,42,,,45,Pimpri Chinchwad
04-06-2013,21,23,72,,,72,Pimpri Chinchwad
05-06-2013,21,32,42,,,42,Pimpri Chinchwad
06-06-2013,16,19,42,,,42,Pimpri Chinchwad
07-06-2013,18,25,54,,,54,Pimpri Chinchwad
08-06-2013,20,34,40,,,43,Pimpri Chinchwad
09-06-2013,22,28,42,,,42,Pimpri Chinchwad
10-06-2013,14,40,34,,,,Pimpri Chinchwad
11-06-2013,17,27,45,,,45,Pimpri Chinchwad
12-06-2013,15,25,58,,,58,Pimpri Chinchwad
13-06-2013,17,30,26,,,38,Pimpri Chinchwad
14-06-2013,16,34,62,,,62,Pimpri Chinchwad
16-06-2013,17,26,38,,,38,Pimpri Chinchwad
17-06-2013,16,30,59,,,59,Pimpri Chinchwad
18-06-2013,15,25,36,,,36,Pimpri Chinchwad
19-06-2013,13,28,57,,,57,Pimpri Chinchwad
20-06-2013,16,26,37,,,37,Pimpri Chinchwad
21-06-2013,16,32,41,,,41,Pimpri Chinchwad
23-06-2013,18,27,43,,,43,Pimpri Chinchwad
24-06-2013,17,25,39,,,39,Pimpri Chinchwad
25-06-2013,17,26,47,,,47,Pimpri Chinchwad
26-06-2013,17,28,39,,,39,Pimpri Chinchwad
27-06-2013,19,22,58,,,58,Pimpri Chinchwad
28-06-2013,19,26,39,,,39,Pimpri Chinchwad
30-06-2013,16,21,59,,,59,Pimpri Chinchwad
01-07-2013,18,27,44,,,44,Pimpri Chinchwad
02-07-2013,21,29,51,,,51,Pimpri Chinchwad
03-07-2013,13,19,66,,,66,Pimpri Chinchwad
04-07-2013,17,32,47,,,47,Pimpri Chinchwad
05-07-2013,17,33,54,,,54,Pimpri Chinchwad
07-07-2013,21,28,55,,,55,Pimpri Chinchwad
08-07-2013,19,25,41,,,41,Pimpri Chinchwad
09-07-2013,17,18,44,,,44,Pimpri Chinchwad
10-07-2013,15,24,43,,,43,Pimpri Chinchwad
11-07-2013,13,22,56,,,56,Pimpri Chinchwad
13-07-2013,17,28,34,,,35,Pimpri Chinchwad
14-07-2013,15,21,45,,,45,Pimpri Chinchwad
15-07-2013,13,23,63,,,63,Pimpri Chinchwad
16-07-2013,15,23,51,,,51,Pimpri Chinchwad
17-07-2013,14,23,40,,,40,Pimpri Chinchwad
18-07-2013,14,21,26,,,26,Pimpri Chinchwad
19-07-2013,14,24,43,,,43,Pimpri Chinchwad
22-07-2013,11,12,41,,,41,Pimpri Chinchwad
23-07-2013,12,14,27,,,27,Pimpri Chinchwad
24-07-2013,12,17,32,,,32,Pimpri Chinchwad
25-07-2013,11,17,37,,,37,Pimpri Chinchwad
26-07-2013,15,20,51,,,51,Pimpri Chinchwad
27-07-2013,13,17,40,,,40,Pimpri Chinchwad
28-07-2013,13,20,23,,,25,Pimpri Chinchwad
29-07-2013,12,22,28,,,28,Pimpri Chinchwad
30-07-2013,14,19,28,,,28,Pimpri Chinchwad
31-07-2013,14,21,45,,,45,Pimpri Chinchwad
01-08-2013,34,38,45,,,48,Pimpri Chinchwad
02-08-2013,33,39,67,,,67,Pimpri Chinchwad
04-08-2013,15,25,33,,,33,Pimpri Chinchwad
06-08-2013,15,33,53,,,53,Pimpri Chinchwad
07-08-2013,9,21,47,,,47,Pimpri Chinchwad
08-08-2013,16,33,26,,,41,Pimpri Chinchwad
09-08-2013,17,24,20,,,30,Pimpri Chinchwad
10-08-2013,16,23,32,,,32,Pimpri Chinchwad
11-08-2013,15,33,15,,,41,Pimpri Chinchwad
12-08-2013,13,27,30,,,34,Pimpri Chinchwad
13-08-2013,13,23,20,,,29,Pimpri Chinchwad
14-08-2013,19,29,106,,,104,Pimpri Chinchwad
17-08-2013,15,25,29,,,31,Pimpri Chinchwad
